table_id,declared_id,name,function_name,source_kind,dimensions,shape,breakpoint_ids,flat_index,coordinates,value,issues
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,31,"[0.99,0.0]",0.40571,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,32,"[0.99,4.0]",0.20277,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,33,"[0.99,8.0]",0.41865,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,34,"[0.99,12.0]",0.50281,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,35,"[0.99,16.0]",0.6979,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,36,"[1.0,-4.0]",0.45647,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,37,"[1.0,0.0]",0.93547,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,38,"[1.0,4.0]",0.19872,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,39,"[1.0,8.0]",0.84622,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,40,"[1.0,12.0]",0.70947,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,41,"[1.0,16.0]",0.37837,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,42,"[1.01,-4.0]",0.018504,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,43,"[1.01,0.0]",0.9169,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,44,"[1.01,4.0]",0.60379,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,45,"[1.01,8.0]",0.52515,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,46,"[1.01,12.0]",0.42889,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,47,"[1.01,16.0]",0.86001,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,48,"[1.05,-4.0]",0.82141,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,49,"[1.05,0.0]",0.41027,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,50,"[1.05,4.0]",0.27219,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,51,"[1.05,8.0]",0.20265,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,52,"[1.05,12.0]",0.30462,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,53,"[1.05,16.0]",0.85366,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,54,"[1.2,-4.0]",0.4447,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,55,"[1.2,0.0]",0.89365,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,56,"[1.2,4.0]",0.19881,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,57,"[1.2,8.0]",0.67214,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,58,"[1.2,12.0]",0.18965,
gridded-table-0001,,CL_TABLE,Basic CL,inline-function,2,"[10,6]",MACH1;ALPHA1,59,"[1.2,16.0]",0.59356,
