query_id,air_relative_speed_m_s,air_relative_velocity_m_s,configuration_variant_id,drag_force_n,event_id,mass_kg,mass_property_profile_id,position_m,projected_area_m2,query_id,termination,time_s,velocity_m_s,wind_velocity_m_s
query-000000,220.49338252094637,"[41.72182647774702, 0.0, -216.51009429328957]",nominal,13206.468399250607,booster-release,1500.0,generic_slender_body_v1,"[6712.41477469774, 0.0, -135.90698777238342]",7.391596196356832,query-000000,ground_contact,69.0,"[41.72182647774702, 0.0, -216.51009429328957]","[0.0, 0.0, 0.0]"
query-000001,115.97841050610667,"[56.19743444926195, 0.0, 101.45363504992761]",nominal,2132.032600566944,booster-release,1500.0,generic_slender_body_v1,"[2289.1297753387394, 0.0, 4578.98137419746]",7.391596196356832,query-000001,,25.0,"[56.19743444926195, 0.0, 101.45363504992761]","[0.0, 0.0, 0.0]"
query-000001,106.20862307794283,"[55.54548856749295, 0.0, 90.5260753369494]",nominal,1767.8916940654283,booster-release,1500.0,generic_slender_body_v1,"[2344.995209222382, 0.0, 4674.951331584681]",7.391596196356832,query-000001,,26.0,"[55.54548856749295, 0.0, 90.5260753369494]","[0.0, 0.0, 0.0]"
query-000001,96.91260206526532,"[54.962353372563406, 0.0, 79.81974787488329]",nominal,1457.2890370558034,booster-release,1500.0,generic_slender_body_v1,"[2400.2436801060494, 0.0, 4760.107211365472]",7.391596196356832,query-000001,,27.0,"[54.962353372563406, 0.0, 79.81974787488329]","[0.0, 0.0, 0.0]"
query-000001,88.12871836771757,"[54.44139530795088, 0.0, 69.30227613909881]",nominal,1194.5690473986406,booster-release,1500.0,generic_slender_body_v1,"[2454.9406360683843, 0.0, 4834.653730711386]",7.391596196356832,query-000001,,28.0,"[54.44139530795088, 0.0, 69.30227613909881]","[0.0, 0.0, 0.0]"
query-000001,79.92467820296798,"[53.976401707138194, 0.0, 58.944908555342025]",nominal,975.1298924608823,booster-release,1500.0,generic_slender_body_v1,"[2509.145123751475, 0.0, 4898.765089500368]",7.391596196356832,query-000001,,29.0,"[53.976401707138194, 0.0, 58.944908555342025]","[0.0, 0.0, 0.0]"
query-000001,72.40616411278519,"[53.56131090854877, 0.0, 48.722054300751296]",nominal,795.2464532701208,booster-release,1500.0,generic_slender_body_v1,"[2562.910076163291, 0.0, 4952.588346888324]",7.391596196356832,query-000001,,30.0,"[53.56131090854877, 0.0, 48.722054300751296]","[0.0, 0.0, 0.0]"
query-000001,65.72654078917319,"[53.18991395351945, 0.0, 38.611024562008744]",nominal,651.9309040135756,booster-release,1500.0,generic_slender_body_v1,"[2616.282317236492, 0.0, 4996.246434339596]",7.391596196356832,query-000001,,31.0,"[53.18991395351945, 0.0, 38.611024562008744]","[0.0, 0.0, 0.0]"
query-000001,60.0933457281304,"[52.855527209505475, 0.0, 28.592017141255262]",nominal,542.8206007605668,booster-release,1500.0,generic_slender_body_v1,"[2669.3022524964576, 0.0, 5029.841027451331]",7.391596196356832,query-000001,,32.0,"[52.855527209505475, 0.0, 28.592017141255262]","[0.0, 0.0, 0.0]"
query-000001,55.76141913189171,"[52.55067170360208, 0.0, 18.648398513082416]",nominal,466.08447947207037,booster-release,1500.0,generic_slender_body_v1,"[2722.0032303131775, 0.0, 5053.455546824831]",7.391596196356832,query-000001,,33.0,"[52.55067170360208, 0.0, 18.648398513082416]","[0.0, 0.0, 0.0]"
query-000001,52.99708102195536,"[52.266862477355645, 0.0, 8.767307660900995]",nominal,420.34004727168906,booster-release,1500.0,generic_slender_body_v1,"[2774.410625528302, 0.0, 5067.158603582848]",7.391596196356832,query-000001,,34.0,"[52.266862477355645, 0.0, 8.767307660900995]","[0.0, 0.0, 0.0]"
query-000001,52.0054735971805,"[51.9946794565156, 0.0, -1.0595245543321994]",nominal,404.57430053279177,booster-release,1500.0,generic_slender_body_v1,"[2826.540838013456, 0.0, 5071.008174093895]",7.391596196356832,query-000001,,35.0,"[51.9946794565156, 0.0, -1.0595245543321994]","[0.0, 0.0, 0.0]"
query-000001,52.8469222088902,"[51.72425434209425, 0.0, -10.835068052709056]",nominal,418.06486180924986,booster-release,1500.0,generic_slender_body_v1,"[2878.400565965299, 0.0, 5065.056573685206]",7.391596196356832,query-000001,,36.0,"[51.72425434209425, 0.0, -10.835068052709056]","[0.0, 0.0, 0.0]"
query-000001,55.40110711908343,"[51.44607987884887, 0.0, -20.556836700213815]",nominal,460.3025256618139,booster-release,1500.0,generic_slender_body_v1,"[2929.9867477618, 0.0, 5049.355894268925]",7.391596196356832,query-000001,,37.0,"[51.44607987884887, 0.0, -20.556836700213815]","[0.0, 0.0, 0.0]"
query-000001,59.41045274797471,"[51.15179248777934, 0.0, -30.2174787334499]",nominal,530.9206217072856,booster-release,1500.0,generic_slender_body_v1,"[2981.2873329081167, 0.0, 5023.963222811632]",7.391596196356832,query-000001,,38.0,"[51.15179248777934, 0.0, -30.2174787334499]","[0.0, 0.0, 0.0]"
query-000001,64.56519569281068,"[50.834604171760375, 0.0, -39.805872852524935]",nominal,629.6366752183691,booster-release,1500.0,generic_slender_body_v1,"[3032.282677107158, 0.0, 4988.944982783849]",7.391596196356832,query-000001,,39.0,"[50.834604171760375, 0.0, -39.805872852524935]","[0.0, 0.0, 0.0]"
query-000001,70.57252285622474,"[50.4893346120433, 0.0, -49.308296185586144]",nominal,756.2081151312077,booster-release,1500.0,generic_slender_body_v1,"[3082.9471620469867, 0.0, 4944.380110377582]",7.391596196356832,query-000001,,40.0,"[50.4893346120433, 0.0, -49.308296185586144]","[0.0, 0.0, 0.0]"
query-000001,77.18823521703032,"[50.11220104186005, 0.0, -58.70937712716599]",nominal,910.3999712826314,booster-release,1500.0,generic_slender_body_v1,"[3133.250710265567, 0.0, 4890.362156474352]",7.391596196356832,query-000001,,41.0,"[50.11220104186005, 0.0, -58.70937712716599]","[0.0, 0.0, 0.0]"
query-000001,84.22089862944392,"[49.70053669237079, 0.0, -67.9927673980209]",nominal,1091.9609733197772,booster-release,1500.0,generic_slender_body_v1,"[3183.1600427763765, 0.0, 4827.000577326533]",7.391596196356832,query-000001,,42.0,"[49.70053669237079, 0.0, -67.9927673980209]","[0.0, 0.0, 0.0]"
query-000001,91.52396583001232,"[49.25253332479378, 0.0, -77.14158594651357]",nominal,1300.6048037214782,booster-release,1500.0,generic_slender_body_v1,"[3232.6396623820697, 0.0, 4754.421473500504]",7.391596196356832,query-000001,,43.0,"[49.25253332479378, 0.0, -77.14158594651357]","[0.0, 0.0, 0.0]"
query-000001,98.98535997280845,"[48.767038763964166, 0.0, -86.13871034059244]",nominal,1535.9942416772337,booster-release,1500.0,generic_slender_body_v1,"[3281.652606171767, 0.0, 4672.7679670559255]",7.391596196356832,query-000001,,44.0,"[48.767038763964166, 0.0, -86.13871034059244]","[0.0, 0.0, 0.0]"
query-000001,106.51832236498416,"[48.24340864614321, 0.0, -94.96697595296968]",nominal,1797.726845930907,booster-release,1500.0,generic_slender_body_v1,"[3330.161023343244, 0.0, 4582.200337566892]",7.391596196356832,query-000001,,45.0,"[48.24340864614321, 0.0, -94.96697595296968]","[0.0, 0.0, 0.0]"
query-000001,114.0544072484457,"[47.68140153998235, 0.0, -103.60932274644628]",nominal,2085.321474283254,booster-release,1500.0,generic_slender_body_v1,"[3378.1266274618756, 0.0, 4482.895987742811]",7.391596196356832,query-000001,,46.0,"[47.68140153998235, 0.0, -103.60932274644628]","[0.0, 0.0, 0.0]"
query-000001,121.5384286855945,"[47.08110590963193, 0.0, -112.04891393355565]",nominal,2398.2053581014834,booster-release,1500.0,generic_slender_body_v1,"[3425.511060647297, 0.0, 4375.049277866848]",7.391596196356832,query-000001,,47.0,"[47.08110590963193, 0.0, -112.04891393355565]","[0.0, 0.0, 0.0]"
query-000001,128.9249094336054,"[46.442889541453155, 0.0, -120.26924080372225]",nominal,2735.7017161820045,booster-release,1500.0,generic_slender_body_v1,"[3472.2761966307503, 0.0, 4258.8712493872235]",7.391596196356832,query-000001,,48.0,"[46.442889541453155, 0.0, -120.26924080372225]","[0.0, 0.0, 0.0]"
query-000001,136.17561126425733,"[45.76736449871673, 0.0, -128.25422195793683]",nominal,3097.0180624707414,booster-release,1500.0,generic_slender_body_v1,"[3518.384401490408, 0.0, 4134.589246987436]",7.391596196356832,query-000001,,49.0,"[45.76736449871673, 0.0, -128.25422195793683]","[0.0, 0.0, 0.0]"
query-000001,143.25782304133844,"[45.05536265820761, 0.0, -135.98830154936428]",nominal,3481.235473241791,booster-release,1500.0,generic_slender_body_v1,"[3563.798764977114, 0.0, 4002.4464421943803]",7.391596196356832,query-000001,,50.0,"[45.05536265820761, 0.0, -135.98830154936428]","[0.0, 0.0, 0.0]"
query-000001,150.14317515607317,"[44.3079183329672, 0.0, -143.45654888831803]",nominal,3887.299151905395,booster-release,1500.0,generic_slender_body_v1,"[3608.4833111637563, 0.0, 3862.7012581921153]",7.391596196356832,query-000001,,51.0,"[44.3079183329672, 0.0, -143.45654888831803]","[0.0, 0.0, 0.0]"
query-000001,156.80681979035882,"[43.526255496651736, 0.0, -150.64476033107246]",nominal,4314.01067412476,booster-release,1500.0,generic_slender_body_v1,"[3652.4031941926523, 0.0, 3715.6266939199045]",7.391596196356832,query-000001,,52.0,"[43.526255496651736, 0.0, -150.64476033107246]","[0.0, 0.0, 0.0]"
query-000001,163.2268666577226,"[42.711777820091235, 0.0, -157.53956339391422]",nominal,4760.022317045243,booster-release,1500.0,generic_slender_body_v1,"[3695.524882780105, 0.0, 3561.5095451317575]",7.391596196356832,query-000001,,53.0,"[42.711777820091235, 0.0, -157.53956339391422]","[0.0, 0.0, 0.0]"
query-000001,169.3839981800685,"[41.866060210240164, 0.0, -164.12852232911254]",nominal,5223.833875736109,booster-release,1500.0,generic_slender_body_v1,"[3737.8163356022433, 0.0, 3400.6495205233496]",7.391596196356832,query-000001,,54.0,"[41.866060210240164, 0.0, -164.12852232911254]","[0.0, 0.0, 0.0]"
query-000001,175.2612111849466,"[40.99084087856844, 0.0, -170.40024386743798]",nominal,5703.792347496985,booster-release,1500.0,generic_slender_body_v1,"[3779.2471685544215, 0.0, 3233.3582520732766]",7.391596196356832,query-000001,,55.0,"[40.99084087856844, 0.0, -170.40024386743798]","[0.0, 0.0, 0.0]"
query-000001,180.84364774782102,"[40.088013209929876, 0.0, -176.34448142093493]",nominal,6198.094820149321,booster-release,1500.0,generic_slender_body_v1,"[3819.788814031668, 0.0, 3059.9582002552497]",7.391596196356832,query-000001,,56.0,"[40.088013209929876, 0.0, -176.34448142093493]","[0.0, 0.0, 0.0]"
query-000001,186.11848828231817,"[39.159616887387365, 0.0, -181.95223572610604]",nominal,6704.794833775448,booster-release,1500.0,generic_slender_body_v1,"[3859.4146717448343, 0.0, 2880.7814566485154]",7.391596196356832,query-000001,,57.0,"[39.159616887387365, 0.0, -181.95223572610604]","[0.0, 0.0, 0.0]"
query-000001,191.07488710862984,"[38.207827875249414, 0.0, -187.21584968327588]",nominal,7221.812397345483,booster-release,1500.0,generic_slender_body_v1,"[3898.100250118444, 0.0, 2696.1684486131708]",7.391596196356832,query-000001,,58.0,"[38.207827875249414, 0.0, -187.21584968327588]","[0.0, 0.0, 0.0]"
query-000001,195.70393564622825,"[37.23494698575738, 0.0, -192.1290950126786]",nominal,7746.947734204291,booster-release,1500.0,generic_slender_body_v1,"[3935.823296981622, 0.0, 2506.4665530164352]",7.391596196356832,query-000001,,59.0,"[37.23494698575738, 0.0, -192.1290950126786]","[0.0, 0.0, 0.0]"
query-000001,199.99864183853657,"[36.24338686319456, 0.0, -196.68724830538468]",nominal,8277.898706763493,booster-release,1500.0,generic_slender_body_v1,"[3972.563918044071, 0.0, 2312.028628404515]",7.391596196356832,query-000001,,60.0,"[36.24338686319456, 0.0, -196.68724830538468]","[0.0, 0.0, 0.0]"
query-000001,203.95391692656025,"[35.235657317706384, 0.0, -200.88715410168817]",nominal,8812.281735675722,booster-release,1500.0,generic_slender_body_v1,"[4008.3046815327853, 0.0, 2113.211477417544]",7.391596196356832,query-000001,,61.0,"[35.235657317706384, 0.0, -200.88715410168817]","[0.0, 0.0, 0.0]"
query-000001,207.56656257948643,"[34.21434903227711, 0.0, -204.72727278347986]",nominal,9347.655888318735,booster-release,1500.0,generic_slender_body_v1,"[4043.03070734362, 0.0, 1910.3742535438082]",7.391596196356832,query-000001,,62.0,"[34.21434903227711, 0.0, -204.72727278347986]","[0.0, 0.0, 0.0]"
query-000001,210.83525288400577,"[33.182115750737886, 0.0, -208.2077113196514]",nominal,9881.549672730218,booster-release,1500.0,generic_slender_body_v1,"[4076.72973912807, 0.0, 1703.8768284047399]",7.391596196356832,query-000001,,63.0,"[33.182115750737886, 0.0, -208.2077113196514]","[0.0, 0.0, 0.0]"
query-000001,213.76050693538073,"[32.141655131781214, 0.0, -211.33023524962204]",nominal,10411.489944035537,booster-release,1500.0,generic_slender_body_v1,"[4109.392197882686, 0.0, 1494.078137557549]",7.391596196356832,query-000001,,64.0,"[32.141655131781214, 0.0, -211.33023524962204]","[0.0, 0.0, 0.0]"
query-000001,216.34464885428525,"[31.095688522337554, 0.0, -214.09826071971196]",nominal,10935.032218874889,booster-release,1500.0,generic_slender_body_v1,"[4141.011215828535, 0.0, 1281.3345242088699]",7.391596196356832,query-000001,,65.0,"[31.095688522337554, 0.0, -214.09826071971196]","[0.0, 0.0, 0.0]"
query-000001,218.5917530295901,"[30.04693996153615, 0.0, -216.5168258854197]",nominal,11449.791606871038,booster-release,1500.0,generic_slender_body_v1,"[4171.582649651339, 0.0, 1065.9981011738807]",7.391596196356832,query-000001,,66.0,"[30.04693996153615, 0.0, -216.5168258854197]","[0.0, 0.0, 0.0]"
